Unused functions :

Strip   pad
   40     4 signal in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(signal.o)[17]
  184     0 __sigtramp_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(signal.o)[14]
  136     4 _signal_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(signal.o)[10]
  104     4 _mprec_log10 in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mprec.o)[32]
  240     4 _malloc_stats_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mallstatsr.o)[9]
  192     0 _mallopt_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(malloptr.o)[8]
   40     4 setlocale in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(locale.o)[16]
  128     4 _setlocale_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(locale.o)[13]
   32     4 strtodf in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(strtod.o)[38]
  104     0 strpbrk in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(strpbrk.o)[8]
  104     0 _sprintf_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(sprintf.o)[8]
   56     4 _printf_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(printf.o)[8]
   16     0 mstats in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mstats.o)[18]
   56     0 _mstats_r in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mstats.o)[16]
   40     4 mallopt in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mstats.o)[14]
    8     4 malloc_stats in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(mstats.o)[12]
    8     4 _cleanup in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(findfp.o)[21]
  208     4 bsearch in D:\usr\local\sce\ee\gcc\ee\lib\libg.a(bsearch.o)[8]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[94]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[92]
   88     0 __26IRadFileCompletionCallback in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[88]
   48     4 GetYieldSize__17radLoadFileStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[86]
   48     4 GetYieldMillis__17radLoadFileStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[85]
   48     4 IsSyncLoading__17radLoadFileStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[84]
  104     0 _$_13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[83]
  112     0 __tf26IRadFileCompletionCallback in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[77]
  112     0 __tf13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[67]
   64     0 SetEndianSwap__13radLoadStreamb in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[59]
   48     4 GetEndianSwap__13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[58]
   40     4 SetYieldSize__17radLoadFileStreamUi in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[47]
   40     4 SetYieldMillis__17radLoadFileStreamf in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[46]
   40     4 SetSyncLoading__17radLoadFileStreamb in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[45]
   56     0 __rf__21radLoadManagerWrapper in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[42]
  176     0 radFileOpen__FPP8IRadFilePCcb16radFileOpenFlags15radFilePriorityUii14radMemorySpace in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[33]
   88     4 __13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[23]
  120     0 radLoadStreamGetQWord__FP13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[20]
  120     0 radLoadStreamGetDWord__FP13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[19]
  120     0 radLoadStreamGetWord__FP13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[18]
  120     0 radLoadStreamGetByte__FP13radLoadStream in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[17]
  200     4 radLoadCreateDataStream__FPP13radLoadStreamPUcUibP23radLoadUpdatableRequest in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[15]
  272     4 __19radLoadLoaderStreamP14radLoadOptionsP23radLoadUpdatableRequest in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[11]
  152     4 radLoadCreateStream__FPP13radLoadStreamP14radLoadOptionsP23radLoadUpdatableRequest in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(stream.o)[9]
   72     0 PtrTop__8PtrQueue in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(queue.o)[22]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(object.o)[28]
   56     0 __vd__13radLoadObjectPv in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(object.o)[25]
   88     4 __vn__13radLoadObjectUii in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(object.o)[23]
   88     0 __vn__13radLoadObjectUi in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(object.o)[22]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(object.o)[11]
   64     0 __as__13tUidUnalignedRC13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[100]
   72     4 __14radLoadOptions in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[70]
  112     0 __tf15radLoadCallback in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[53]
  264     0 radMakeCaseInsensitiveKey__FPCcG13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[38]
   88     0 __13tUidUnalignedUl in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[35]
  104     4 radLoadService__Fv in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[19]
   56     0 __rf__21radLoadManagerWrapper in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[18]
  112     4 radLoadTerminate__Fv in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(manager.o)[16]
   96     0 __tfQ216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[96]
  112     0 __tf16radLoadInventory in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[90]
   56     4 __Q216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[64]
   64     0 IsPow2__18RadicalMathLibraryi in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[63]
   88     0 __16radLoadInventory in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[57]
  104     0 _$_16radLoadInventory in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[56]
   48     4 GetAutoCollisionTest__18radLoadHashedStore in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[46]
   80     0 _$_Q2t9HashTable1Z9IRefCount8Iterator in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[30]
   80     0 Next__Q2t9HashTable1Z9IRefCount8Iterator in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[29]
  112     0 First__Q2t9HashTable1Z9IRefCount8IteratorG13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[28]
   88     4 __Q2t9HashTable1Z9IRefCount8IteratorP12PtrHashTable in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[26]
   80     0 _$_Q2t9HashTable1Z9IRefCount11RawIterator in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[24]
   80     0 Next__Q2t9HashTable1Z9IRefCount11RawIterator in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[23]
   80     0 First__Q2t9HashTable1Z9IRefCount11RawIterator in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[21]
   88     4 __Q2t9HashTable1Z9IRefCount11RawIteratorP12PtrHashTable in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[20]
  152     4 NextPow2__18RadicalMathLibraryi in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(inventory.o)[13]
   48     4 GetAutoRepack__12PtrHashTable in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[62]
   80     4 __opUl__13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[58]
  112     0 First__Q212PtrHashTable8IteratorG13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[34]
  760     4 StoreUnlessAlreadyPresent__12PtrHashTableG13tUidUnalignedPv in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[33]
   64     0 __as__13tUidUnalignedRC13tUidUnaligned in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[26]
   88     0 __13tUidUnalignedUl in D:\simpsonsrr2\game\libs\radcontent\lib\radcontentpd.a(hashtable.o)[25]
  280     4 lgDevAStopForceEffectMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[53]
  144     0 lgDevAStopForceEffect in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[52]
  280     4 lgDevAStartForceEffectMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[51]
  368     0 lgDevAReadMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[48]
  208     0 lgDevARead in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[47]
  112     4 fnMultiReadEndFunc in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[43]
   72     0 fnReadEndFunc in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[42]
  360     0 lgDevPrepareForIOPReboot in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[39]
  176     0 lgDevDestroyForceEffect in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[38]
  304     0 lgDevStopForceEffectMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[37]
  304     0 lgDevStartForceEffectMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[35]
  360     4 lgDevUpdateForceEffect in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[33]
  456     4 lgDevReadMulti in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[31]
  240     0 lgDevGetDeviceProperty in D:\usr\local\sce\ee\lib\liblgdev.a(liblgdev.o)[28]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(instancedrive.o)[116]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(instancedrive.o)[109]
   96     0 __tf11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(instancedrive.o)[105]
   56     4 __11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(instancedrive.o)[21]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(instancedrive.o)[16]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(requests.o)[16]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2memcarddrive.o)[45]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2memcarddrive.o)[18]
   96     0 __tf17radBufferedReader in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2hostdrive.o)[70]
  328     0 WriteFile__15radPs2HostDriveUiPCcUiPCvUiPUiT614radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2hostdrive.o)[45]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2hostdrive.o)[27]
   56     4 __17radBufferedReader in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2hostdrive.o)[13]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2hostdrive.o)[10]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2cddrive.o)[25]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(ps2cddrive.o)[10]
  112     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[119]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[107]
  128     0 __tf29IRadDbgComChannelSendCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[98]
  128     0 __tf32IRadDbgComChannelReceiveCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[97]
   48     0 radPlatformEndian32__FUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[50]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[38]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[34]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[24]
   88     0 __32IRadDbgComChannelReceiveCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[17]
   88     0 __29IRadDbgComChannelSendCallback in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[16]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[14]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(remotedrive.o)[12]
   96     0 __tf11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[81]
  344     4 Implement_Release__15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[72]
  200     0 Implement_AddRef__15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[71]
   56     4 __11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[68]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[52]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[51]
  112     0 __tf15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[50]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[33]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[32]
  104     4 _$_15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[31]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[30]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[26]
  104     0 __15radSafeRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[22]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[21]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drivethread.o)[20]
   72     0 SetAutoMount__13radFileSystemb in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[73]
   96     4 SetDefaultGranularity__13radFileSystemUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[67]
   96     4 SetCacheDirectory__13radFileSystemPCc in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[66]
   96     4 SetCacheFileNames__13radFileSystemPPCc in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[65]
  112     0 SetConnectTimeOut__13radFileSystemUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[63]
  136     0 GetDefaultDrive__13radFileSystemPc in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[59]
  152     0 DriveOpenSync__13radFileSystemPP9IRadDrivePCc15radFilePriorityi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[56]
  176     0 SaveGameOpenSync__13radFileSystemPP8IRadFilePCcb16radFileOpenFlagsP14radMemcardInfoUi15radFilePriority in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[52]
  688     0 SaveGameOpen__13radFileSystemPP8IRadFilePCcb16radFileOpenFlagsP14radMemcardInfoUi15radFilePriority in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[50]
  104     0 GetRootDirectory__13radFileSystemPCcPc in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[43]
  104     0 SetRootDirectory__13radFileSystemPCcT1 in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[42]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(filesystem.o)[33]
   96     0 __tf11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[109]
  344     4 Implement_Release__15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[97]
  200     0 Implement_AddRef__15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[96]
   56     4 __11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[93]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[79]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[78]
  112     0 __tf15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[77]
  208     4 UnregisterErrorEvent__8radDriveP19IRadThreadSemaphore in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[34]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[22]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[21]
  104     4 _$_15radSafeRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[20]
  104     0 __15radSafeRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[12]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[11]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(drive.o)[10]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(file.o)[102]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(file.o)[95]
   96     0 __tf11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(file.o)[91]
   56     4 __11IRadMutable in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(file.o)[21]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(file.o)[16]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[65]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[55]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[42]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[23]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[22]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[19]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[15]
  104     0 __nw__9radObjectUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(controllerbuffer.o)[12]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[55]
  216     4 Implement_Release__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[48]
  120     0 Implement_AddRef__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[47]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[45]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[38]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[35]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[17]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[16]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[13]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(functionlist.o)[10]
   64     0 __dl__t3ref1Z9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[108]
  128     0 _$_t3ref1Z9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[107]
  104     4 Dump__17radObjectListNodePcUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[102]
   48     0 GetObjectSize__17radObjectListNode in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[101]
   96     4 _$_17radObjectListNode in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[100]
  112     0 __tf17radObjectListNode in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[99]
   48     4 __t3ref1Z9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[98]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[89]
  112     0 __tf9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[86]
  216     4 Implement_Release__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[81]
  120     0 Implement_AddRef__11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[80]
   56     4 __9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[78]
   96     0 __nw__17radObjectListNodeUii in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[76]
  136     4 __17radObjectListNode in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[75]
   48     4 __nw__17radObjectListNodeUiPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[74]
  136     0 radRelease__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[72]
  136     0 radAddRef__FP9IRefCountPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[71]
  160     0 _$_9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[70]
  184     0 __9radObject in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[63]
  112     0 __tf11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[59]
   64     0 __dl__9radObjectPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[55]
  144     4 _$_11radRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[54]
   64     0 __dl__t3ref1Z23IRadWeakCallbackWrapperPv in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[43]
  192     4 radMemoryMonitorIdentifyAllocation__FPvPCcT1PUi14radMemorySpace in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[42]
  192     0 __11radRefCountUi in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[38]
   48     4 __opP9IRefCount__t3ref1Z9IRefCount in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[36]
  120     4 Destroy__17radObjectListNodeP17radObjectListNodei in D:\simpsonsrr2\game\libs\radcore\lib\radcorepd.a(weakcallbackwrapper.o)[35]
